Title,Media_Type,Author,Identity,Count
Acorna's people,Book,"McCaffrey, Anne.",61050946,1
Acorna's quest,Book,"McCaffrey, Anne.",61052973,1
Acorna's world,Book,"McCaffrey, Anne.",0061050954 (alk. paper),1
Across America on an emigrant train.,Book,"Murphy, Jim, 1947-",395633907,1
Across five Aprils,Book,"Hunt, Irene.",9780425102411 0425182789 (pbk. ed.) 0425094898,1
Across five Aprils,Book,"Hunt, Irene.",0425102416 (pbk.) :,1
Across the wide and lonesome prairie : the Oregon Trail diary of Hattie Campbell,Book,"Gregory, Kristiana.",0590226517 (alk. paper),1
Act,Book,"Miller, Kayla,",9.78E+12,1
Act of God,Book,"Sloan, Susan R.",446524514,1
The act of marriage : the beauty of sexual love,Book,"LaHaye, Tim F.",,1
Act of mercy : a Celtic mystery,Book,"Tremayne, Peter",312268645,1
Act of revenge,Book,"Tanenbaum, Robert.",0060192186 0061097306 (pbk.),1
Act of revenge : a novel,Book,"Brown, Dale,",9780062411327 (paperback) 0062411322 (paperback) 9780062804136 0062804138,1
Act of treason,Book,"Flynn, Vince.",9780743270373 0743270371,1
Act of war,Book,"Brown, Dale,",0060752998  9780060752996,1
Act of war : a thriller,Book,"Thor, Brad,",9781476717128 (hbk.) 9781476717142 (ebk.),1
Act of Will,Book,"Bradford, Barbara Taylor,",385181299,1
Acting & theatre.,Book,"Evans, Cheryl.",0746007000\0881105058,1
Action research : an educational leader's guide to school improvement,Book,"Glanz, Jeffrey.",1929024541,1
Activities in the earth sciences.,Book,"Challand, Helen J.",516005065,1
"Actors on acting : the theories, techniques, and practices of the world's great actors, told in their own words",Book,"Cole, Toby, 1916-",517540487,1
Acts of faith,Book,"Segal, Erich,",,1
Acts of love,Book,"Daly, Maureen,",0590338730 :,1
Acts of malice,Book,"O'Shaughnessy, Perri.","0440225817 (pbk. : Dell, 2000)\0385332769",1
Acts of mercy,Book,"Stewart, Mariah.",9780345506146 (pbk.) 0345506146 (pbk.),1
Acts of nature,Book,"King, Jonathon.",9780525950080 (hardcover) 0525950087 (hardcover),1
Acts of violets,Book,"Collins, Kate,",9780451220745 0451220749,1
Actual size,Book,"Jenkins, Steve,",9.78E+12,1
"Ada Twist, scientist",Book,"Beaty, Andrea.",9781419721373 1419721372,1
Ada's violin : the story of the Recycled Orchestra of Paraguay,Book,"Hood, Susan,",9.78E+12,1
Adaline Falling Star,Book,"Osborne, Mary Pope.",043905947X,1
Adam,Book,"Dekker, Ted,",9.78E+12,1
Adam of the road,Book,"Gray, Elizabeth Janet, 1902-",014032464X,1
Adam Raccoon and the flying machine,Book,"Keane, Glen, 1954-",1555132871,1
Adam Sandler : not too shabby : an unauthorized biography,Book,"Salem, Jon.",439104270,1
Adam's fall.,Book,"Brown, Sandra, 1948-",,1
Adamant : finding truth in a universe of opinions,Book,"Bevere, Lisa,",9780800727253 0800727258,1
Addie meets Max,Book,"Robins, Joan.",60250631,1
Addie runs away,Book,"Robins, Joan.",0060250801\006025081X (lib. bdg.),1
Addie's bad day,Book,"Robins, Joan.",0060212985 (lib. bdg.),1
Adding on,Book,Time-Life Books.,809424169,1
Addy learns a lesson :  a school story,Book,"Porter, Connie Rose, 1959-",1562470779 (pbk.),1
Addy saves the day :  a summer story,Book,"Porter, Connie Rose, 1959-",1562470833 (pbk.),1
Addy's little brother,Book,"Porter, Connie Rose,",1584850337,1
Addy's summer place,Book,"Porter, Connie Rose",1584856971 (HC),1
Addy's surprise : a Christmas story,Book,"Porter, Connie Rose, 1959-",1562470809 (hardcover)\1562470795 (pbk.),1
ADH-Me!,Book,"Hutton, John S.",9781936669516 9781936669523,1
Adios Oscar! : a butterfly fable,Book,"Elwell, Peter.",9780545071598  0545071593,1
Adobes in the sun:    Portraits of a tranquil era.,Book,"Fink, Augusta",,1
Adobes in the sun; : portraits of a tranquil era.,Book,"Baer, Morley.",,1
Adolf Hitler : a study in hate,Book,"Roberts, Jeremy",0823933172 (lib. bdg.),1
Adoption journeys : parents tell their stories,Book,"Turner, Carole S., 1949-",0935526536 (hc.),1
Adoring Addie,Book,"Gould, Leslie,",9.78E+12,1
Adulterio,Book,"Coelho, Paulo.",9.78E+12,1
"Adulthood is a myth : a Sarah's scribbles"" collection""",Book,"Andersen, Sarah",9781449474195 1449474195,1
Advanced sudoku and kakuro,Book,"Thomas, Nick Afka",71477969,1
Advanced wiring,Book,,0809473666 0809473674 (lib. bdg.),1
The advent of the King,Book,"King, Fletcher",1425914934,1
Advent storybook,Book,"Schneider,Antonie",735819637,1
"Adventure girls! : crafts and activities for curious, creative, courageous girls",Book,"Duggan, Nicole,",9781641527422 1641527420,1
The adventures and misadventues of Don Quixote,Book,"Cervantes Saavedra, Miguel de",1419626914,1
Adventures in pompom land : 25 cute projects made from handmade pompoms,Book,"Bocek, Myko Diann.",9781454703860 1454703865,1
The adventures of a girl called Bicycle,Book,"Uss, Christina,",9780823440078 0823440079,1
Adventures of a psychic : the fascinating and inspiring true-life story of one of America's most successful clairvoyants,Book,"Browne, Sylvia.",1561706213 (trade paper),1
The adventures of Beekle : the unimaginary friend,Book,"Santat, Dan.",9780316199988 0316199982,1
The adventures of Big-foot Wallace: The Texas Ranger and Hunter,Book,"Duval, John C.",9.78E+12,1
The adventures of Brer Rabbit and friends,Book,"Amin, Karima, 1947-",789449250,1
The adventures of Captain Underpants,Book,"Pilkey, Dav.",9.79E+12,1
Adventures of Frog and Toad,Book,"Lobel, Arnold.",0760709548 9780760771044,1
The adventures of Huckleberry Finn,Book,"Twain, Mark, 1835-1910.",895772523,1
The adventures of Huckleberry Finn,Book,"Twain, Mark, 1835-1910.",0679424709 (acid-free paper),1
The adventures of Huckleberry Finn,Book,"Laiken, Deidre S.",,1
The adventures of Huckleberry Finn : Tom Sawyer's comrade,Book,"Twain, Mark",,1
The adventures of Johnny Vermillion,Book,"Estleman, Loren D.",9780765348128  9780765309143,1
Adventures of little bear,Book,"Minarik, Else Holmelund.",760709564,1
The adventures of Marco Polo,Book,"Smalley, Roger.",0736838309 (lib. bdg.),1
The adventures of Peter Cottontail,Book,"Burgess, Thornton W.",044802246X,1
The adventures of Pinocchio,Book,"Collodi, Carlo, 1826-1890.",766608255,1
The adventures of Robin Hood (Wishbone Classic),Book,"Mattern, Joanne",0061064203 (hc.) Penworthy,1
The adventures of Robinson Crusoe,Book,"Defoe, Daniel",,1
The adventures of Sherlock Holmes,Book,"Doyle, A. Conan",0866119760 1562394003,1
The adventures of Sherlock Holmes.,Book,"Doyle, Arthur Conan, Sir, 1859-1930.",895772779,1
The adventures of Strawberry Shortcake and her friends.,Book,"Wallner, Alexandra.",0394943198 (lib. bdg.)\0394943198 (lib. bdg.),1
The adventures of Stuart Little.,Book,"Skinner, Daphne.",64408272,1
The Adventures of Taxi Dog,Book,"Barracca, Debra",590053841,1
The adventures of Tiger: Autumn nap,Book,"Hall, Emmitte",9.78E+12,1
The adventures of Tintin: danger at sea,Book,"Mayer, Kirsten.",9780316185776 0316185779 9780857510747 0857510746,1
The adventures of Tom Sawyer,Book,"Twain, Mark, 1835-1910.",,1
The adventures of Tom Sawyer,Book,"Twain, Mark (Clemens, Samuel Langhorne)",,1
The adventures of Tom Sawyer,Book,"Twain, Mark, 1835-1910.",945260199,1
The adventures of Tom Sawyer,Book,"Twain, Mark",70097002249,1
The adventures of Tom Sawyer,Book,"Twain, Mark,",0448405601 :,1
The adventures of Tom Thumb.,Book,"Muller, Gerda.",1850512604,1
The adventures of Walter.,Book,"Pilgrim, Jane.",517643464,1
"Adventures with Arnold Lobel : Small pig, Mouse tales, Uncle elephant",Book,"Lobel, Arnold.",0760709556 9780760709559,1
The adventurous boy's handbook,Book,,9781602392229  1602392226,1
The adversaries,Book,"Cavanaugh, Jack,",1589190688,1
Advice from the blender,Book,"Hetrick, Susan J.",9.78E+12,1
The Aesop for children,Book,,528821342,1
Aesop's fables,Book,,448060035,1
Aesop's fables.,Book,,159308062X,1
The affair,Book,"Steel, Danielle,",9.78E+12,1
The affair : a Reacher novel,Book,"Child, Lee.",9780385344326 (hbk. : acid-free paper) 0385344325 (hbk. : acid-free paper) 9780440339359 (ebk.) 0440339359 (ebk.),1
Affliction,Book,"Banks, Russell",0-06-016142-6,1
The Afghan,Book,"Forsyth, Frederick,",0399153942 (acid-free paper) 9780399153945 (acid-free paper),1
Afraid of the dark?,Book,"Runnells, Treesha.",1581171072 (board bk.),1
Afraid to die,Book,"Jackson, Lisa.",9.78E+12,1
Africa's animal giants,Book,"McCauley, Jane R., 1947-",0870446800\0870446851 (lib. bdg.),1
Africa's animal kingdom,Book,"Coppard, Kit.",1856485900,1
Africa.,Book,,9781422235300 1422235300,1
African American inventors,Book,"Sullivan, Otha Richard, 1941-",0471148040 (cloth : alk. paper),1
African Critters,Book,"Hass, Robert",,1
The African slave trade,Book,"Davidson, Basil, 1914-",0316174386 (pbk.),1
African string figures,Book,"Titus, David",974456217,1
African tales of magic and mystery.,Book,"Kosova, Maria.",600016609,1
African violets : the complete guide,Book,"Hill, Joan.",1861261500,1
Africanized honey bee,Book,"Somervill, Barbara A.",9781602791176 1602791171,1
After : how America confronted the September 12 era,Book,"Brill, Steven",743237099,1
After : nineteen stories of apocalypse and dystopia,Book,"Bowes, Richard, et.al.",9781423146193 (hard cover),1
After all these years,Book,"Isaacs, Susan, 1943-",60167688,1
After Columbus,Book,"Viola, Herman J.",0895990288 (alk. paper) 0517581086 (Orion books),1
After Columbus : the horse's return to America,Book,"Viola, Herman J.",092448361X,1
After dark,Book,"Margolin, Phillip.",385475489,1
After Jesus :  the triumph of Christianity.,Book,,895773929,1
After school : arts & crafts activities,Book,,785344527,1
After she's gone,Book,"Jackson, Lisa,",9781420135978 142013597X,1
After the Civil War; a pictorial profile of America from 1865 to 1900.,Book,"Blay, John S.",,1
After the dinosaurs :  the story of prehistoric mammals and man,Book,"Shooter, James C.",307158616,1
After the fact : the art of historical detection,Book,"Davidson, James West.",0072294264 (complete version),1
After the fall,Book,"Phillips, Ryan.",0768422817 (pbk.),1
After the fall : how Humpty Dumpty got back up again,Book,"Santat, Dan,",9781626726826 1626726825,1
After the leaves fall,Book,"Baart, Nicole.",1414316224 9781414316222,1
After the parade,Book,"Garlock, Dorothy",0446608114 (pbk.) :,1
After the rain,Book,"Osborne, Mary Pope.",0439201381\0439369045 (pbk.),1
After the silence,Book,"Sinara, Rula,",9.78E+12,1
After the storm,Book,"Castillo, Linda,",9781250061560 (hardcover),1
After you,Book,"Moyes, Jojo,",9780525426592 0525426590,1
The after-Christmas tree,Book,"Tyler, Linda Wagner.",0140541918 :,1
Aftermath,Book,"Blackstock, Terri,",9780785237501 078523750X,1
Aftermath of war.,Book,"Cross, Robin.",1568471785,1
Afternoon on the Amazon,Book,"Osborne, Mary Pope",679863729,1
Aftershock : protect yourself and profit in the next global financial meltdown,Book,"Wiedemer, David",9780470918142 0470918144,1
"Again, Josefina!",Book,"Tripp, Valerie,",1584850329,1
Against all enemies,Book,"Clancy, Tom,",9.78E+12,1
Against all enemies,Book,"Coyle, Harold,",765341697,1
Against all odds,Book,"Hannon, Irene.",9780800733100 (pbk.),1
Against all odds,Book,"Steel, Danielle,",9781101883914 110188391X,1
Against medical advice : a true story,Book,"Patterson, James,",9780739499085 0739499084,1
Agatha Christie : the woman and her mysteries,Book,"Gill, Gillian",002911702X :,1
Agatha Christie's detectives,Book,"Christie, Agatha",517035812,1
"Agatha Christie, five classic murder mysteries.",Book,"Christie, Agatha, 1890-1976.",517468522,1
Agatha Raisin and the case of the curious curate,Book,"Beaton, M. C.",312207689,1
Agatha Raisin and the haunted house,Book,"Beaton, M. C.",312207697,1
Agatite : a novel,Book,"Reynolds, Clay,",312011709,1
The age of A. I. : and our human future,Book,"Kissinger, Henry,",9780316273800 0316273805,1
The Age of Dinosaurs,Book,"Albee, Sarah",9.78E+12,1
The age of entitlement : America since the sixties,Book,"Caldwell, Christopher,",9781501106897 1501106899,1
The age of exploration,Book,"Flowers, Sarah, 1952-",1560062584 (lib. : alk. paper),1
The age of faith,Book,"Durant, Will",,1
The age of knights and castles.,Book,,0716618079(soft cover)\071661801X(hard cover),1
The age of Louis XIV,Book,"Durant, Will",671012150,1
The age of Napoleon,Book,"Durant, Will,",067121988X (pt. 11),1
The age of reason begins,Book,"Durant, Will",671013203,1
The age of reason.,Book,"Paine, Thomas, 1737-1809.",517091186,1
The age of turbulence : adventures in a new world,Book,"Greenspan, Alan,",9.78E+12,1
The age of Voltaire,Book,"Durant, Will",,1
The age of wonder : how the romantic generation discovered the beauty and terror of science,Book,"Holmes, Richard,",9780375422225 0375422226,1
Age-defying fitness : making the most of your body for the rest of your life,Book,"Moffat, Marilyn.",1561453331,1
Ageless : the naked truth about bioidentical hormones,Book,"Somers, Suzanne,",9780307237248 0307237249,1
Ageless beauty : a dermatologist's secrets for looking younger without surgery,Book,"Victor, Steven",0812932196 (hd.),1
"Ageless body, timeless mind :  the quantum alternative to growing old",Book,"Chopra, Deepak",0517592576 (hc),1
Agenda 21,Book,"Beck, Glenn.",9781476716695  1476716692,1
The agenda : inside the Clinton White House,Book,"Woodward, Bob,",671864866,1
Agent running in the field,Book,"Le Carr, John,",9.78E+12,1
Aggie savvy : practical wisdom from Texas A & M,Book,"Dromgoole, Glenn",9781880510995 (hardcover : alk. paper) 1880510995 (hardcover : alk. paper),1
Aggressor,Book,"Cook, Nick.",312076231,1
Aguirre,Book,"Minta, Stephen.",0805031030 (alk. paper) :,1
Aha : the God moment that changes everything,Book,"Idleman, Kyle.",9780781410496 (softcover),1
"Ahab's wife, or, The star-gazer : a novel",Book,"Naslund, Sena Jeter.",0060838744 0688171877 0688177859 (pbk.),1
"Ahoy there, little polar bear",Book,"De Beer, Hans",0590649442 (pbk.),1
AIDS,Book,,0737732180 9780737732184,1
Aikido for kids,Book,"Santoro, Laura.",806994053,1
Aimless love : new and selected poems,Book,"Collins, Billy,",9780679644057 : 0679644059,1
Ain't misbehaving,Book,"Cannon, Molly,",9781455515721 (pbk.) 1455515728 (pbk.),1
"Ain't no rag : freedom, family, and the flag",Book,"Daniels, Charlie, 1936-",895260735,1
Ain't nothin' as sweet as my baby : the story of Hank Williams' lost daughter,Book,"Williams, Jett",0151040508 :,1
Air,Book,"Storer, J. D.",0382067754 (lib. bdg.),1
Air & sea mysteries,Book,"Hamilton, Sue L.,",9.78E+12,1
Air Battle Force,Book,"Brown, Dale,",0060094095 (alk. paper),1
Air Force One,Book,"Britton, Tamara L.,",1591975204,1
Air is everywhere,Book,"Stewart, Melissa",0756506387 (hardcover),1
Air pioneers,Book,"Morris, Neil, 1946-",1932333819,1
Air war over Korea,Book,"Jackson, Robert,",0684141930 :,1
Airborne : a sentimental journey,Book,"Buckley, William F.",25180401,1
Aircraft in color,Book,"Pick, Christopher",861780159,1
Aircraft of World War II,Book,"Chant, Christopher.",1586633031,1
"Aircraft, aircraft",Book,"Taylor, John William Ransom.",,1
Airframe,Book,"Crichton, Michael, 1942-",679446486,1
Airhead,Book,"Cabot, Meg.",9780545040549 (pbk.),1
Airliners,Book,"Chant, Christopher",1854350889,1
Airman,Book,"Colfer, Eoin.",9781423107507 9781423107514 (pbk.),1
The airplane alphabet book,Book,"Pallotta, Jerry.",0881069086 (lib)\0881069078 (hc)\088106906X (sc),1
Airplanes and flying machines,Book,,590452673,1
Ake : the years of childhood.,Book,"Soyinka, Wole.",679725407,1
The Akhenaten adventure: Children of the Lamp,Book,"Kerr, Philip",439670195,1
"Akiane : her life, her art, her poetry",Book,"Kramarik, Akiane.",849900441,1
Akissi : tales of mischief,Book,"Abouet, Marguerite,",191117147X 9781911171478,1
Al Capone does my shirts,Book,"Choldenko, Gennifer",399238611,1
Al Capone shines my shoes,Book,"Choldenko, Gennifer,",9780142417188  0142417181,1
Al Ubell's Energy-saving guide for homeowners,Book,"Ubell, Alvin",0446977632 (Canadian) : 0446976660 :,1
Al Ubell's Energy-saving guide for homeowners.,Book,"Ubell, Alvin, 1933-",0446976660\0446977632 (Canadian),1
Alabama: Southern Charm Reigns in Four Inspiring Romances,Book,"Cornelius, Kay",1593105622,1
Aladdin,Book,"Young, Lesley",831707704,1
Aladdin,Book,,717283372,1
Aladdin : and other tales from the Arabian Nights,Book,"Kerven, Rosalind.",789427893,1
Aladdin and the magic lamp,Book,"Kunstler, James Howard",1596792213 (lib. bdg.),1
Aladdin and the white camel,Book,,0394847822 0394947827 (lib. bdg.),1
The Alamo,Book,"Fisher, Leonard Everett.",823406466,1
The Alamo,Book,"Thompson, Frank T.,",1574411942 (pbk.),1
Alamo :    battle of honor and freedom.,Book,"Wade, Linda R.",865924708,1
